,Unnamed: 0,Project,File,Class,Code,isDC,isGC
1410,1410,data,\smellybot\activemq\activemq-kahadb-store\src\test\java\org\apache\activemq\store\kahadb\disk\journal\JournalTest.,JournalTest,"public class JournalTest extends TestCase { protected static final int DEFAULT MAX BATCH SIZE = 1024 * 1024 * 4; Journal dataManager; File dir; Override public void setUp() throws Exception { dir = new File( target/tests/DataFileAppenderTest ); dir mkdirs(); dataManager = new Journal(); dataManager setDirectory(dir); configure(dataManager); dataManager start(); } protected void configure(Journal dataManager) { } Override public void tearDown() throws Exception { dataManager close(); IOHelper delete(dir); } public void testBatchWriteCallbackCompleteAfterTimeout() throws Exception { final int iterations = 10; final CountDownLatch latch = new CountDownLatch(iterations); ByteSequence data = new ByteSequence( DATA getBytes()); for (int i=0; i < iterations; i++) { dataManager write(data, new Runnable() { public void run() { latch countDown(); } }); } assertTrue( queued data is written , latch await(5, TimeUnit SECONDS)); } public void testBatchWriteCallbackCompleteAfterClose() throws Exception { final int iterations = 10; final CountDownLatch latch = new CountDownLatch(iterations); ByteSequence data = new ByteSequence( DATA getBytes()); for (int i=0; i<iterations; i++) { dataManager write(data, new Runnable() { public void run() { latch countDown(); } }); } dataManager close(); assertTrue( queued data is written , dataManager getInflightWrites() isEmpty()); assertEquals( none written , 0, latch getCount()); } public void testBatchWriteCompleteAfterClose() throws Exception { ByteSequence data = new ByteSequence( DATA getBytes()); final int iterations = 10; for (int i=0; i<iterations; i++) { dataManager write(data, false); } dataManager close(); assertTrue( queued data is written + dataManager getInflightWrites() size(), dataManager getInflightWrites() isEmpty()); } public void testBatchWriteToMaxMessageSize() throws Exception { final int iterations = 4; final CountDownLatch latch = new CountDownLatch(iterations); Runnable done = new Runnable() { public void run() { latch countDown(); } }; int messageSize = DEFAULT MAX BATCH SIZE / iterations; byte[] message = new byte[messageSize]; ByteSequence data = new ByteSequence(message); for (int i=0; i< iterations; i++) { dataManager write(data, done); } assertTrue( all callbacks complete , latch await(10, TimeUnit SECONDS)); } public void testNoBatchWriteWithSync() throws Exception { ByteSequence data = new ByteSequence( DATA getBytes()); final int iterations = 10; for (int i=0; i<iterations; i++) { dataManager write(data, true); assertTrue( queued data is written , dataManager getInflightWrites() isEmpty()); } } }",1.0,
1411,1411,data,\smellybot\activemq\activemq-kahadb-store\src\test\java\org\apache\activemq\store\kahadb\disk\page\PageFileTest.,PageFileTest,"public class PageFileTest extends TestCase { public void testCRUD() throws IOException { PageFile pf = new PageFile(new File( target/test-data ), getName()); pf delete(); pf load(); HashSet<String> expected = new HashSet<String>(); Transaction tx = pf tx(); for (int i = 0; i < 100; i++) { Page<String> page = tx allocate(); assertEquals(Page PAGE FREE TYPE, page getType()); String t = page + i; expected add(t); page set(t); tx store(page, StringMarshaller INSTANCE, false); tx commit(); } pf unload(); pf load(); tx = pf tx(); HashSet<String> actual = new HashSet<String>(); for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); actual add(page get()); } assertEquals(expected, actual); for (int i = 0; i < 100; i++) { if (i % 2 == 0) { break; } String t = page + i; expected remove(t); } for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); if (!expected contains(page get())) { tx free(page); } } tx commit(); pf unload(); pf load(); tx = pf tx(); actual clear(); for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); actual add((String)page get()); } assertEquals(expected, actual); HashSet<String> t = expected; expected = new HashSet<String>(); for (String s t) { expected add(s + updated ); } for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); page set(page get() + updated ); tx store(page, StringMarshaller INSTANCE, false); } tx commit(); pf unload(); pf load(); tx = pf tx(); actual clear(); for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); actual add(page get()); } assertEquals(expected, actual); pf unload(); } public void testStreams() throws IOException { PageFile pf = new PageFile(new File( target/test-data ), getName()); pf delete(); pf load(); Transaction tx = pf tx(); Page page = tx allocate(); tx commit(); OutputStream pos = tx openOutputStream(page, true); DataOutputStream os = new DataOutputStream(pos); for (int i = 0; i < 10000; i++) { os writeUTF( Test string + i); } os close(); tx commit(); pf unload(); pf load(); tx = pf tx(); InputStream pis = tx openInputStream(page); DataInputStream is = new DataInputStream(pis); for (int i = 0; i < 10000; i++) { assertEquals( Test string + i, is readUTF()); } assertEquals(-1, is read()); is close(); pf unload(); } public void testAddRollback() throws IOException { PageFile pf = new PageFile(new File( target/test-data ), getName()); pf delete(); pf load(); HashSet<String> expected = new HashSet<String>(); Transaction tx = pf tx(); for (int i = 0; i < 100; i++) { Page<String> page = tx allocate(); assertEquals(Page PAGE FREE TYPE, page getType()); String t = page + i; page set(t); tx store(page, StringMarshaller INSTANCE, false); if (i % 2 == 0) { expected add(t); tx commit(); } else { tx rollback(); } } pf unload(); pf load(); tx = pf tx(); HashSet<String> actual = new HashSet<String>(); for (Page<String> page tx) { tx load(page, StringMarshaller INSTANCE); actual add(page get()); } assertEquals(expected, actual); } }",1.0,
1413,1413,data,\smellybot\activemq\activemq-kahadb-store\src\test\java\org\apache\activemq\store\kahadb\plist\PListImplTest.,PListImplTest,public class PListImplTest extends PListTestSupport { Override protected PListStoreImpl createPListStore() { return new PListStoreImpl(); } protected PListStore createConcurrentAddIteratePListStore() { PListStoreImpl store = createPListStore(); store setIndexPageSize(2 * 1024); store setJournalMaxFileLength(1024 * 1024); store setCleanupInterval(-1); store setIndexEnablePageCaching(false); store setIndexWriteBatchSize(100); return store; } Override protected PListStore createConcurrentAddRemovePListStore() { PListStoreImpl store = createPListStore(); store setCleanupInterval(400); store setJournalMaxFileLength(1024*5); store setLazyInit(false); return store; } Override protected PListStore createConcurrentAddRemoveWithPreloadPListStore() { PListStoreImpl store = createPListStore(); store setJournalMaxFileLength(1024*5); store setCleanupInterval(5000); store setIndexWriteBatchSize(500); return store; } Override protected PListStore createConcurrentAddIterateRemovePListStore(boolean enablePageCache) { PListStoreImpl store = createPListStore(); store setIndexEnablePageCaching(enablePageCache); store setIndexPageSize(2*1024); return store; } },1.0,
1415,1415,data,\smellybot\activemq\activemq-karaf\src\main\java\org\apache\activemq\karaf\commands\ActiveMQCommand.,ActiveMQActionPreparator,"class ActiveMQActionPreparator extends DefaultActionPreparator { Override public boolean prepare(Action action, CommandSession session, List<Object> params) throws Exception { Map<Argument, Field> arguments = new HashMap<Argument, Field>(); List<Argument> orderedArguments = new ArrayList<Argument>(); for (Class type = action getClass(); type != null; type = type getSuperclass()) { for (Field field type getDeclaredFields()) { Argument argument = field getAnnotation(Argument class); if (argument != null) { arguments put(argument, field); int index = argument index(); while (orderedArguments size() <= index) { orderedArguments add(null); } if (orderedArguments get(index) != null) { throw new IllegalArgumentException( Duplicate argument index + index); } orderedArguments set(index, argument); } } } for (int i = 0; i < orderedArguments size(); i++) { if (orderedArguments get(i) == null) { throw new IllegalArgumentException( Missing argument for index + i); } } Map<Argument, Object> argumentValues = new HashMap<Argument, Object>(); int argIndex = 0; for (Iterator<Object> it = params iterator(); it hasNext();) { Object param = it next(); if (argIndex >= orderedArguments size()) { throw new IllegalArgumentException( Too many arguments specified ); } Argument argument = orderedArguments get(argIndex); if (!argument multiValued()) { argIndex++; } if (argument multiValued()) { List<Object> l = (List<Object>) argumentValues get(argument); if (l == null) { l = new ArrayList<Object>(); argumentValues put(argument, l); } l add(param); } else { argumentValues put(argument, param); } } for (Map Entry<Argument, Object> entry argumentValues entrySet()) { Field field = arguments get(entry getKey()); Object value = convert(action, session, entry getValue(), field getGenericType()); field setAccessible(true); field set(action, value); } return true; } Override protected Object convert(Action action, CommandSession commandSession, Object o, Type type) throws Exception { return blueprintConverter convert(o, new GenericType(type)); } } Override",1.0,
1416,1416,data,\smellybot\activemq\activemq-karaf\src\main\java\org\apache\activemq\karaf\commands\ActiveMQCommandSupport.,ActiveMQCommandSupport,"public class ActiveMQCommandSupport extends OsgiCommandSupport { private Command command; Argument(index=0, multiValued=true, required=true) private ArrayList<String> arguments = new ArrayList<String>(); protected Object doExecute() throws Exception { CommandContext context2 = new CommandContext(); context2 setFormatter(new CommandShellOutputFormatter(System out)); Command currentCommand = command getClass() newInstance(); try { currentCommand setCommandContext(context2); arguments add( --jmxlocal ); currentCommand execute(arguments); return null; } catch (Throwable e) { Throwable cur = e; while (cur getCause() != null) { cur = cur getCause(); } if (cur instanceof java net ConnectException) { context2 print( n + Could not connect to JMX server This command requires that the remote JMX server be enabled n + This is typically done by adding the following JVM arguments n + -Dcom sun management jmxremote port=1099 -Dcom sun management jmxremote authenticate=false n + -Dcom sun management jmxremote ssl=false n + n + The connection error was + cur + n ); } else { if (e instanceof Exception) { throw (Exception)e; } else { throw new RuntimeException(e); } } } return null; } public Command getCommand() { return command; } public void setCommand(Command command) { this command = command; } public static String[] toStringArray(Object args[]) { String strings[] = new String[args length]; for(int i = 0; i < args length; i++) { strings[i] = String valueOf(args[i]); } return strings; } }",1.0,
1417,1417,data,\smellybot\activemq\activemq-karaf-itest\src\test\java\org\apache\activemq\karaf\itest\AbstractFeatureTest.,AbstractFeatureTest,"public abstract class AbstractFeatureTest { private static final Logger LOG = LoggerFactory getLogger(AbstractFeatureTest class); private static final long ASSERTION TIMEOUT = 20000L; private static final long COMMAND TIMEOUT = 10000L; public static final String USER = karaf ; public static final String PASSWORD = karaf ; static String basedir; static { try { File location = new File(AbstractFeatureTest class getProtectionDomain() getCodeSource() getLocation() getFile()); basedir = new File(location, / ) getCanonicalPath(); } catch (IOException e) { throw new RuntimeException(e); } } Inject protected BundleContext bundleContext; Before public void setUp() throws Exception { } After public void tearDown() throws Exception { } ProbeBuilder public TestProbeBuilder probeConfiguration(TestProbeBuilder probe) { probe setHeader(Constants DYNAMICIMPORT PACKAGE, *,org ops4j pax exam options *,org apache felix service *;status=provisional ); return probe; } Inject CommandProcessor commandProcessor; ExecutorService executor = Executors newCachedThreadPool(); protected String executeCommand(final String command, final Long timeout, final Boolean silent) { String response; final ByteArrayOutputStream byteArrayOutputStream = new ByteArrayOutputStream(); final PrintStream printStream = new PrintStream(byteArrayOutputStream); final CommandSession commandSession = commandProcessor createSession(System in, printStream, printStream); commandSession put( APPLICATION , System getProperty( karaf name , root )); commandSession put( USER , USER); FutureTask<String> commandFuture = new FutureTask<String>( new Callable<String>() { public String call() { try { if (!silent) { System out println(command); System out flush(); } commandSession execute(command); } catch (Exception e) { e printStackTrace(System err); } printStream flush(); return byteArrayOutputStream toString(); } }); try { executor submit(commandFuture); response = commandFuture get(timeout, TimeUnit MILLISECONDS); } catch (Exception e) { e printStackTrace(System err); response = SHELL COMMAND TIMED OUT ; } return response; } protected String executeCommand(final String command) { return executeCommand(command, COMMAND TIMEOUT, false); } public static String karafVersion() { return System getProperty( karafVersion , 2 3 0 ); } public static String activemqVersion() { Package p = Package getPackage( org apache activemq ); String version=null; if (p != null) { version = p getImplementationVersion(); } return System getProperty( activemqVersion , version); } public static UrlReference getActiveMQKarafFeatureUrl() { String type = xml/features ; return mavenBundle() groupId( org apache activemq ) artifactId( activemq-karaf ) versionAsInProject() type(type); } public static UrlReference getKarafFeatureUrl() { LOG info( *** The karaf version is + karafVersion() + *** ); String type = xml/features ; return mavenBundle() groupId( org apache karaf assemblies features ) artifactId( standard ) version(karafVersion()) type(type); } public static Option[] configureBrokerStart(Option[] existingOptions) { existingOptions = append( replaceConfigurationFile( etc/org apache activemq server-default cfg , new File(basedir + /src/test/resources/org/apache/activemq/karaf/itest/org apache activemq server-default cfg )), existingOptions); return append( replaceConfigurationFile( etc/activemq xml , new File(basedir + /src/test/resources/org/apache/activemq/karaf/itest/activemq xml )), existingOptions); } public static Option[] append(Option toAdd, Option[] existingOptions) { ArrayList<Option> newOptions = new ArrayList<Option>(); newOptions addAll(Arrays asList(existingOptions)); newOptions add(toAdd); return newOptions toArray(new Option[]{}); } public static Option[] configure(String features) { ArrayList<String> f = new ArrayList<String>(); f addAll(Arrays asList(features)); Option[] options = new Option[]{ karafDistributionConfiguration() frameworkUrl( maven() groupId( org apache karaf ) artifactId( apache-karaf ) type( tar gz ) version(karafVersion())) karafVersion(karafVersion()) name( Apache Karaf ) unpackDirectory(new File( target/paxexam/unpack/ )), KarafDistributionOption keepRuntimeFolder(), replaceConfigurationFile( etc/config properties , new File(basedir+ /src/test/resources/org/apache/activemq/karaf/itest/config properties )), replaceConfigurationFile( etc/custom properties , new File(basedir+ /src/test/resources/org/apache/activemq/karaf/itest/custom properties )), scanFeatures(getActiveMQKarafFeatureUrl(), f toArray(new String[f size()]))}; return options; } protected boolean withinReason(Callable<Boolean> callable) throws Throwable { long max = System currentTimeMillis() + ASSERTION TIMEOUT; while (true) { try { return callable call(); } catch (Throwable t) { if (System currentTimeMillis() < max) { TimeUnit SECONDS sleep(1); continue; } else { throw t; } } } } }",1.0,
1420,1420,data,\smellybot\activemq\activemq-karaf-itest\src\test\java\org\apache\activemq\karaf\itest\ActiveMQClientBundleTest.,ActiveMQClientBundleTest,public class ActiveMQClientBundleTest extends AbstractFeatureTest { Configuration public static Option[] configure() { return configure( activemq-client ); } Test public void test() throws Exception { ActiveMQConnectionFactory factory = new ActiveMQConnectionFactory(); factory getBrokerURL(); } },1.0,
1421,1421,data,\smellybot\activemq\activemq-leveldb-store\src\main\java\org\apache\activemq\store\leveldb\LevelDBPersistenceAdapter.,LevelDBPersistenceAdapter,public class LevelDBPersistenceAdapter extends LevelDBStore { },1.0,
1422,1422,data,\smellybot\activemq\activemq-leveldb-store\src\main\scala\org\apache\activemq\leveldb\IndexManifestDTO.,IndexManifestDTO,public class IndexManifestDTO { XmlAttribute(name = snapshot id ) public long snapshot id; XmlAttribute(name = current manifest ) public String current manifest; XmlAttribute(name = file ) public Set<String> files = new HashSet<String>(); },1.0,
1423,1423,data,\smellybot\activemq\activemq-leveldb-store\src\test\scala\org\apache\activemq\leveldb\LevelDBPlistTest.,LevelDBPlistTest,public class LevelDBPlistTest extends PListTestSupport { Override protected LevelDBStore createPListStore() { return new LevelDBStore(); } protected LevelDBStore createConcurrentAddIteratePListStore() { return new LevelDBStore(); } Override protected LevelDBStore createConcurrentAddRemovePListStore() { return new LevelDBStore(); } Override protected LevelDBStore createConcurrentAddRemoveWithPreloadPListStore() { return new LevelDBStore(); } Override protected LevelDBStore createConcurrentAddIterateRemovePListStore(boolean enablePageCache) { return new LevelDBStore(); } },1.0,
1424,1424,data,\smellybot\activemq\activemq-log4j-appender\src\main\java\org\apache\activemq\util\JmsLogAppender.,JmsLogAppender,"public class JmsLogAppender extends JmsLogAppenderSupport { private String uri = tcp private String userName; private String password; public JmsLogAppender() { } public String getUri() { return uri; } public void setUri(String uri) { this uri = uri; } public String getUserName() { return userName; } public void setUserName(String userName) { this userName = userName; } public String getPassword() { return password; } public void setPassword(String password) { this password = password; } protected Connection createConnection() throws JMSException { if (userName != null) { try { return ActiveMQConnection makeConnection(userName, password, uri); } catch (URISyntaxException e) { throw new JMSException( Unable to connect to a broker using + userName + userName + password + password + uri + uri + error - + e getMessage()); } } else { try { return ActiveMQConnection makeConnection(uri); } catch (URISyntaxException e) { throw new JMSException( Unable to connect to a broker using + uri + uri + error - + e getMessage()); } } } }",1.0,
1425,1425,data,\smellybot\activemq\activemq-log4j-appender\src\main\java\org\apache\activemq\util\JmsLogAppenderSupport.,JmsLogAppenderSupport,"public abstract class JmsLogAppenderSupport extends AppenderSkeleton { public static final int JMS PUBLISH ERROR CODE = 61616; private Connection connection; private Session session; private MessageProducer producer; private boolean allowTextMessages = true; private String subjectPrefix = log4j ; public JmsLogAppenderSupport() { } public Connection getConnection() throws JMSException, NamingException { if (connection == null) { connection = createConnection(); } return connection; } public void setConnection(Connection connection) { this connection = connection; } public Session getSession() throws JMSException, NamingException { if (session == null) { session = createSession(); } return session; } public void setSession(Session session) { this session = session; } public MessageProducer getProducer() throws JMSException, NamingException { if (producer == null) { producer = createProducer(); } return producer; } public void setProducer(MessageProducer producer) { this producer = producer; } public void close() { List<JMSException> errors = new ArrayList<JMSException>(); if (producer != null) { try { producer close(); } catch (JMSException e) { errors add(e); } } if (session != null) { try { session close(); } catch (JMSException e) { errors add(e); } } if (connection != null) { try { connection close(); } catch (JMSException e) { errors add(e); } } for (Iterator<JMSException> iter = errors iterator(); iter hasNext();) { JMSException e = iter next(); getErrorHandler() error( Error closing JMS resources + e, e, JMS PUBLISH ERROR CODE); } } public boolean requiresLayout() { return false; } public void activateOptions() { try { getProducer(); } catch (Exception e) { getErrorHandler() error( Could not create JMS resources + e, e, JMS PUBLISH ERROR CODE); } } protected abstract Connection createConnection() throws JMSException, NamingException; protected Session createSession() throws JMSException, NamingException { return getConnection() createSession(false, Session AUTO ACKNOWLEDGE); } protected MessageProducer createProducer() throws JMSException, NamingException { return getSession() createProducer(null); } private static final ThreadLocal<Object> APPENDING = new ThreadLocal<Object>(); protected void append(LoggingEvent event) { if( APPENDING get()==null ) { APPENDING set(true); try { Message message = createMessage(event); Destination destination = getDestination(event); getProducer() send(destination, message); } catch (Exception e) { getErrorHandler() error( Could not send message due to + e, e, JMS PUBLISH ERROR CODE, event); } finally { APPENDING remove(); } } } protected Message createMessage(LoggingEvent event) throws JMSException, NamingException { Message answer = null; Object value = event getMessage(); if (allowTextMessages && value instanceof String) { answer = getSession() createTextMessage((String)value); } else { answer = getSession() createObjectMessage((Serializable)value); } answer setStringProperty( level , event getLevel() toString()); answer setIntProperty( levelInt , event getLevel() toInt()); answer setStringProperty( threadName , event getThreadName()); return answer; } protected Destination getDestination(LoggingEvent event) throws JMSException, NamingException { String name = subjectPrefix + event getLoggerName(); return getSession() createTopic(name); } }",1.0,
1426,1426,data,\smellybot\activemq\activemq-log4j-appender\src\main\java\org\apache\activemq\util\JndiJmsLogAppender.,JndiJmsLogAppender,"public class JndiJmsLogAppender extends JmsLogAppenderSupport { private String jndiName; private String userName; private String password; private String initialContextFactoryName; private String providerURL; private String urlPkgPrefixes; private String securityPrincipalName; private String securityCredentials; public JndiJmsLogAppender() { } public String getJndiName() { return jndiName; } public void setJndiName(String jndiName) { this jndiName = jndiName; } public String getUserName() { return userName; } public void setUserName(String userName) { this userName = userName; } public String getPassword() { return password; } public void setPassword(String password) { this password = password; } public String getInitialContextFactoryName() { return initialContextFactoryName; } public void setInitialContextFactoryName(String initialContextFactoryName) { this initialContextFactoryName = initialContextFactoryName; } public String getProviderURL() { return providerURL; } public void setProviderURL(String providerURL) { this providerURL = providerURL; } public String getUrlPkgPrefixes() { return urlPkgPrefixes; } public void setUrlPkgPrefixes(String urlPkgPrefixes) { this urlPkgPrefixes = urlPkgPrefixes; } public String getSecurityPrincipalName() { return securityPrincipalName; } public void setSecurityPrincipalName(String securityPrincipalName) { this securityPrincipalName = securityPrincipalName; } public String getSecurityCredentials() { return securityCredentials; } public void setSecurityCredentials(String securityCredentials) { this securityCredentials = securityCredentials; } protected Connection createConnection() throws JMSException, NamingException { InitialContext context = createInitialContext(); LogLog debug( Looking up ConnectionFactory with jndiName + jndiName); ConnectionFactory factory = (ConnectionFactory)context lookup(jndiName); if (factory == null) { throw new JMSException( No such ConnectionFactory for name + jndiName); } if (userName != null) { return factory createConnection(userName, password); } else { return factory createConnection(); } } protected InitialContext createInitialContext() throws NamingException { if (initialContextFactoryName == null) { return new InitialContext(); } else { Hashtable<String, String> env = new Hashtable<String, String>(); env put(Context INITIAL CONTEXT FACTORY, initialContextFactoryName); if (providerURL != null) { env put(Context PROVIDER URL, providerURL); } else { LogLog warn( You have set InitialContextFactoryName option but not the + ProviderURL This is likely to cause problems ); } if (urlPkgPrefixes != null) { env put(Context URL PKG PREFIXES, urlPkgPrefixes); } if (securityPrincipalName != null) { env put(Context SECURITY PRINCIPAL, securityPrincipalName); if (securityCredentials != null) { env put(Context SECURITY CREDENTIALS, securityCredentials); } else { LogLog warn( You have set SecurityPrincipalName option but not the + SecurityCredentials This is likely to cause problems ); } } LogLog debug( Looking up JNDI context with environment + env); return new InitialContext(env); } } }",1.0,
1428,1428,data,\smellybot\activemq\activemq-mqtt\src\main\java\org\apache\activemq\transport\mqtt\MQTTCodec.,MQTTCodec,"public class MQTTCodec { TcpTransport transport; DataByteArrayOutputStream currentCommand = new DataByteArrayOutputStream(); boolean processedHeader = false; String action; byte header; int contentLength = -1; int previousByte = -1; int payLoadRead = 0; public MQTTCodec(TcpTransport transport) { this transport = transport; } public void parse(DataByteArrayInputStream input, int readSize) throws Exception { int i = 0; byte b; while (i++ < readSize) { b = input readByte(); if (!processedHeader && b == 0) { previousByte = 0; continue; } if (!processedHeader) { i += processHeader(b, input); if (contentLength == 0) { processCommand(); } } else { if (contentLength == -1) { if (b == 0) { processCommand(); } else { currentCommand write(b); } } else { if (payLoadRead == contentLength) { processCommand(); i += processHeader(b, input); } else { currentCommand write(b); payLoadRead++; } } } previousByte = b; } if (processedHeader && payLoadRead == contentLength) { processCommand(); } } private int processHeader(byte header, DataByteArrayInputStream input) { this header = header; byte digit; int multiplier = 1; int read = 0; int length = 0; do { digit = input readByte(); length += (digit & 0x7F) * multiplier; multiplier <<= 7; read++; } while ((digit & 0x80) != 0); contentLength = length; processedHeader = true; return read; } private void processCommand() throws Exception { MQTTFrame frame = new MQTTFrame(currentCommand toBuffer() deepCopy()) header(header); transport doConsume(frame); processedHeader = false; currentCommand reset(); contentLength = -1; payLoadRead = 0; } public static String commandType(byte header) throws IOException, JMSException { byte messageType = (byte) ((header & 0xF0) >>> 4); switch (messageType) { case PINGREQ TYPE { return PINGREQ ; } case CONNECT TYPE { return CONNECT ; } case DISCONNECT TYPE { return DISCONNECT ; } case SUBSCRIBE TYPE { return SUBSCRIBE ; } case UNSUBSCRIBE TYPE { return UNSUBSCRIBE ; } case PUBLISH TYPE { return PUBLISH ; } case PUBACK TYPE { return PUBACK ; } case PUBREC TYPE { return PUBREC ; } case PUBREL TYPE { return PUBREL ; } case PUBCOMP TYPE { return PUBCOMP ; } default return UNKNOWN ; } } }",1.0,
1429,1429,data,\smellybot\activemq\activemq-mqtt\src\main\java\org\apache\activemq\transport\mqtt\MQTTInactivityMonitor.,MQTTInactivityMonitor,"public class MQTTInactivityMonitor extends TransportFilter { private static final Logger LOG = LoggerFactory getLogger(MQTTInactivityMonitor class); private static final long DEFAULT CHECK TIME MILLS = 30000; private static ThreadPoolExecutor ASYNC TASKS; private static int CHECKER COUNTER; private static Timer READ CHECK TIMER; private final AtomicBoolean monitorStarted = new AtomicBoolean(false); private final AtomicBoolean failed = new AtomicBoolean(false); private final AtomicBoolean commandReceived = new AtomicBoolean(true); private final AtomicBoolean inReceive = new AtomicBoolean(false); private final AtomicInteger lastReceiveCounter = new AtomicInteger(0); private final ReentrantLock sendLock = new ReentrantLock(); private SchedulerTimerTask readCheckerTask; private long readCheckTime = DEFAULT CHECK TIME MILLS; private long initialDelayTime = DEFAULT CHECK TIME MILLS; private boolean keepAliveResponseRequired; private MQTTProtocolConverter protocolConverter; private final Runnable readChecker = new Runnable() { long lastRunTime; public void run() { long now = System currentTimeMillis(); long elapsed = (now - lastRunTime); if (lastRunTime != 0 && LOG isDebugEnabled()) { LOG debug( + elapsed + ms elapsed since last read check ); } if (!allowReadCheck(elapsed)) { LOG debug( Aborting read check Not enough time elapsed since last read check ); return; } lastRunTime = now; readCheck(); } }; private boolean allowReadCheck(long elapsed) { return elapsed > (readCheckTime * 9 / 10); } public MQTTInactivityMonitor(Transport next, WireFormat wireFormat) { super(next); } public void start() throws Exception { next start(); startMonitorThread(); } public void stop() throws Exception { stopMonitorThread(); next stop(); } final void readCheck() { int currentCounter = next getReceiveCounter(); int previousCounter = lastReceiveCounter getAndSet(currentCounter); if (inReceive get() || currentCounter != previousCounter) { if (LOG isTraceEnabled()) { LOG trace( A receive is in progress ); } return; } if (!commandReceived get() && monitorStarted get() && !ASYNC TASKS isTerminating()) { if (LOG isDebugEnabled()) { LOG debug( No message received since last read check for + toString() + ! Throwing InactivityIOException ); } ASYNC TASKS execute(new Runnable() { public void run() { if (protocolConverter != null) { protocolConverter onTransportError(); } onException(new InactivityIOException( Channel was inactive for too (> + readCheckTime + ) long + next getRemoteAddress())); } }); } else { if (LOG isTraceEnabled()) { LOG trace( Message received since last read check, resetting flag ); } } commandReceived set(false); } public void onCommand(Object command) { commandReceived set(true); inReceive set(true); try { transportListener onCommand(command); } finally { inReceive set(false); } } public void oneway(Object o) throws IOException { this sendLock lock(); try { doOnewaySend(o); } finally { this sendLock unlock(); } } private void doOnewaySend(Object command) throws IOException { if (failed get()) { throw new InactivityIOException( Cannot send, channel has already failed + next getRemoteAddress()); } next oneway(command); } public void onException(IOException error) { if (failed compareAndSet(false, true)) { stopMonitorThread(); transportListener onException(error); } } public long getReadCheckTime() { return readCheckTime; } public void setReadCheckTime(long readCheckTime) { this readCheckTime = readCheckTime; } public long getInitialDelayTime() { return initialDelayTime; } public void setInitialDelayTime(long initialDelayTime) { this initialDelayTime = initialDelayTime; } public boolean isKeepAliveResponseRequired() { return this keepAliveResponseRequired; } public void setKeepAliveResponseRequired(boolean value) { this keepAliveResponseRequired = value; } public boolean isMonitorStarted() { return this monitorStarted get(); } public void setProtocolConverter(MQTTProtocolConverter protocolConverter) { this protocolConverter = protocolConverter; } public MQTTProtocolConverter getProtocolConverter() { return protocolConverter; } synchronized void startMonitorThread() { if (protocolConverter == null) { return; } if (monitorStarted get()) { return; } if (readCheckTime > 0) { readCheckerTask = new SchedulerTimerTask(readChecker); } if (readCheckTime > 0) { monitorStarted set(true); synchronized (AbstractInactivityMonitor class) { if (CHECKER COUNTER == 0) { ASYNC TASKS = createExecutor(); READ CHECK TIMER = new Timer( InactivityMonitor ReadCheck , true); } CHECKER COUNTER++; if (readCheckTime > 0) { READ CHECK TIMER schedule(readCheckerTask, initialDelayTime, readCheckTime); } } } } synchronized void stopMonitorThread() { if (monitorStarted compareAndSet(true, false)) { if (readCheckerTask != null) { readCheckerTask cancel(); } synchronized (AbstractInactivityMonitor class) { READ CHECK TIMER purge(); CHECKER COUNTER--; if (CHECKER COUNTER == 0) { READ CHECK TIMER cancel(); READ CHECK TIMER = null; ThreadPoolUtils shutdown(ASYNC TASKS); ASYNC TASKS = null; } } } } private ThreadFactory factory = new ThreadFactory() { public Thread newThread(Runnable runnable) { Thread thread = new Thread(runnable, MQTTInactivityMonitor Async Task + runnable); thread setDaemon(true); return thread; } }; private ThreadPoolExecutor createExecutor() { ThreadPoolExecutor exec = new ThreadPoolExecutor(0, Integer MAX VALUE, 60, TimeUnit SECONDS, new SynchronousQueue<Runnable>(), factory); exec allowCoreThreadTimeOut(true); return exec; } }",1.0,
1430,1430,data,\smellybot\activemq\activemq-mqtt\src\main\java\org\apache\activemq\transport\mqtt\MQTTNIOSSLTransport.,MQTTNIOSSLTransport,"public class MQTTNIOSSLTransport extends NIOSSLTransport { MQTTCodec codec; public MQTTNIOSSLTransport(WireFormat wireFormat, SocketFactory socketFactory, URI remoteLocation, URI localLocation) throws UnknownHostException, IOException { super(wireFormat, socketFactory, remoteLocation, localLocation); } public MQTTNIOSSLTransport(WireFormat wireFormat, Socket socket) throws IOException { super(wireFormat, socket); } Override protected void initializeStreams() throws IOException { codec = new MQTTCodec(this); super initializeStreams(); if (inputBuffer position() != 0 && inputBuffer hasRemaining()) { serviceRead(); } } Override protected void processCommand(ByteBuffer plain) throws Exception { byte[] fill = new byte[plain remaining()]; plain get(fill); DataByteArrayInputStream dis = new DataByteArrayInputStream(fill); codec parse(dis, fill length); } }",1.0,
